1,平成27年国勢調査　小地域集計　（総務省統計局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,第3表　年齢（5歳階級），男女別人口，総年齢及び平均年齢(外国人―特掲）－町丁・字等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) 日本人・外国人の別「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) 無国籍及び国名「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,総数（男女別）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2)
4684,"15209","0062","2","","","","新潟県","加茂市","横江","",566,15,22,23,28,30,28,22,18,49,49,56,53,60,34,32,20,15,8,3,1,-,-,26153,46.7067137809,60,393,113,47,12,1,283,7,12,13,16,13,15,10,12,26,24,23,31,28,18,16,7,8,3,1,-,-,-,12822,45.8074204947,32,198,53,19,4,-,283,8,10,10,12,17,13,12,6,23,25,33,22,32,16,16,13,7,5,2,1,-,-,13331,47.6060070671,28,195,60,28,8,1
4685,"15209","0063","2","","","","新潟県","加茂市","町丁字コード0063の計","",1896,67,90,73,93,54,77,102,124,120,99,101,145,181,178,135,90,79,54,28,5,1,-,91621,48.8233122363,230,1096,570,257,88,14,967,35,45,43,46,23,47,50,68,63,55,52,77,96,92,68,45,35,17,7,3,-,-,45617,47.6737331954,123,577,267,107,27,4,929,32,45,30,47,31,30,52,56,57,44,49,68,85,86,67,45,44,37,21,2,1,-,46004,50.0199138859,107,519,303,150,61,10
4686,"15209","006301","3","","","","新潟県","加茂市","大字下条（中興野）","",188,8,11,7,6,5,3,13,17,13,9,8,11,26,13,10,8,9,7,3,1,-,-,9070,48.7446808511,26,111,51,28,11,-,95,5,7,4,2,3,2,6,10,6,5,4,4,14,7,7,3,3,1,2,-,-,-,4338,46.1631578947,16,56,23,9,3,-,93,3,4,3,4,2,1,7,7,7,4,4,7,12,6,3,5,6,6,1,1,-,-,4732,51.3817204301,10,55,28,19,8,-
4687,"15209","006302","3","","","","新潟県","加茂市","大字下条（下興野）","",58,4,5,-,5,1,1,6,3,2,2,4,4,5,4,1,5,3,2,1,-,-,-,2644,46.0862068966,9,33,16,11,3,-,28,3,3,-,3,1,-,2,2,1,1,3,2,2,2,-,2,-,1,-,-,-,-,1103,39.8928571429,6,17,5,3,1,-,30,1,2,-,2,-,1,4,1,1,1,1,2,3,2,1,3,3,1,1,-,-,-,1541,51.8666666667,3,16,11,8,2,-
4688,"15209","006303","3","","","","新潟県","加茂市","大字下条（福島）","",255,10,12,11,14,10,11,12,10,17,19,16,18,20,25,11,15,10,8,5,-,1,-,12150,48.1470588235,33,147,75,39,14,-,122,3,5,7,5,1,8,5,6,10,8,7,10,9,14,5,8,5,3,3,-,-,-,5972,49.4508196721,15,69,38,19,6,-,133,7,7,4,9,9,3,7,4,7,11,9,8,11,11,6,7,5,5,2,-,1,-,6178,46.9511278195,18,78,37,20,8,-
4689,"15209","006304","3","","","","新潟県","加茂市","大字下条（下興屋向）","",679,33,31,25,30,21,32,41,44,46,33,38,54,59,65,55,32,19,11,8,2,-,-,31764,47.2805596465,89,398,192,72,21,11,356,19,14,15,14,10,20,18,22,25,19,20,29,36,33,26,19,10,5,1,1,-,-,16545,46.9747191011,48,213,95,36,7,4,323,14,17,10,16,11,12,23,22,21,14,18,25,23,32,29,13,9,6,7,1,-,-,15219,47.6176470588,41,185,97,36,14,7
4690,"15209","006305","3","","","","新潟県","加茂市","大字下条（上興屋向）","",93,3,7,3,-,-,11,1,8,5,1,5,9,9,9,6,5,8,3,-,-,-,-,4632,50.3064516129,13,49,31,16,3,2,43,1,2,1,-,-,4,1,4,4,-,2,6,3,6,4,1,3,1,-,-,-,-,2222,52.1744186047,4,24,15,5,1,-,50,2,5,2,-,-,7,-,4,1,1,3,3,6,3,2,4,5,2,-,-,-,-,2410,48.7000000000,9,25,16,11,2,2
4691,"15209","006306","3","","","","新潟県","加茂市","大字下条（旱田）","",222,8,15,11,7,5,7,15,13,10,11,8,18,19,15,25,10,13,7,5,-,-,-,10902,49.6081081081,34,113,75,35,12,1,117,4,8,8,4,3,5,10,7,7,8,4,7,10,6,12,4,7,2,1,-,-,-,5305,45.8418803419,20,65,32,14,3,-,105,4,7,3,3,2,2,5,6,3,3,4,11,9,9,13,6,6,5,4,-,-,-,5597,53.8047619048,14,48,43,21,9,1
4692,"15209","006307","3","","","","新潟県","加茂市","大字下条（上下条）","",284,1,9,13,26,8,7,10,22,20,16,14,24,28,32,20,6,11,12,5,-,-,-,14005,49.8133802817,23,175,86,34,17,-,142,-,6,6,14,4,5,5,14,6,10,7,14,13,17,10,3,5,3,-,-,-,-,6702,47.6971830986,12,92,38,11,3,-,142,1,3,7,12,4,2,5,8,14,6,7,10,15,15,10,3,6,9,5,-,-,-,7303,51.9295774648,11,83,48,23,14,-
4693,"15209","006308","3","","","","新潟県","加茂市","大字下条（長福寺）","",95,-,-,2,4,1,4,3,7,6,5,6,7,14,12,7,6,5,3,1,2,-,-,5360,56.9210526316,2,57,36,17,6,-,52,-,-,1,3,-,3,2,3,4,3,3,5,8,6,4,4,1,-,-,2,-,-,2826,54.8461538462,1,34,17,7,2,-,43,-,-,1,1,1,1,1,4,2,2,3,2,6,6,3,2,4,3,1,-,-,-,2534,59.4302325581,1,23,19,10,4,-
4694,"15209","006310","3","合算地域あり","","006312","新潟県","加茂市","大字下条（柳町）","",22,-,-,1,1,3,1,1,-,1,3,2,-,1,3,-,3,1,1,-,-,-,-,1094,50.2272727273,1,13,8,5,1,-,12,-,-,1,1,1,-,1,-,-,1,2,-,1,1,-,1,1,1,-,-,-,-,604,50.8333333333,1,7,4,3,1,-,10,-,-,-,-,2,1,-,-,1,2,-,-,-,2,-,2,-,-,-,-,-,-,490,49.5000000000,-,6,4,2,-,-
4695,"15209","006312","3","秘匿地域","006310","","新潟県","加茂市","大字下条（中村）","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4696,"15209","0070","2","","","","新潟県","加茂市","大字天神林（天神林）","",309,11,16,13,21,10,11,15,22,22,13,16,16,32,34,13,17,8,13,5,-,1,-,14655,47.9271844660,40,178,91,44,19,-,155,8,8,4,8,5,5,10,12,13,7,7,10,15,18,8,8,3,5,1,-,-,-,7198,46.9387096774,20,92,43,17,6,-,154,3,8,9,13,5,6,5,10,9,6,9,6,17,16,5,9,5,8,4,-,1,-,7457,48.9220779221,20,86,48,27,13,-
4697,"15209","0080","2","","","","新潟県","加茂市","町丁字コード0080の計","",668,17,15,23,21,19,28,33,31,30,24,46,57,70,73,44,40,38,39,17,3,-,-,36025,54.4296407186,55,359,254,137,59,-,329,11,8,8,11,11,18,15,18,13,16,22,31,42,37,19,19,13,14,2,1,-,-,16901,51.8708206687,27,197,105,49,17,-,339,6,7,15,10,8,10,18,13,17,8,24,26,28,36,25,21,25,25,15,2,-,-,19124,56.9129793510,28,162,149,88,42,-
4698,"15209","008001","3","","","","新潟県","加茂市","大字黒水（東区）","",137,2,3,7,5,1,5,4,8,5,6,9,6,17,24,11,11,3,5,3,2,-,-,7526,55.4343065693,12,66,59,24,10,-,65,1,1,2,4,1,1,2,3,2,3,7,2,9,12,5,5,2,2,-,1,-,-,3555,55.1923076923,4,34,27,10,3,-,72,1,2,5,1,-,4,2,5,3,3,2,4,8,12,6,6,1,3,3,1,-,-,3971,55.6527777778,8,32,32,14,7,-
4699,"15209","008002","3","","","","新潟県","加茂市","大字黒水（北区）","",66,6,1,1,-,1,2,8,1,-,1,4,8,8,2,6,5,5,5,2,-,-,-,3600,55.0454545455,8,33,25,17,7,-,29,3,-,-,-,-,1,3,1,-,-,3,3,6,1,1,3,2,2,-,-,-,-,1569,54.6034482759,3,17,9,7,2,-,37,3,1,1,-,1,1,5,-,-,1,1,5,2,1,5,2,3,3,2,-,-,-,2031,55.3918918919,5,16,16,10,5,-
4700,"15209","008003","3","","","","新潟県","加茂市","大字黒水（西区）","",116,1,3,6,2,3,4,6,9,9,3,10,8,13,8,10,7,5,5,4,-,-,-,6130,53.3448275862,10,67,39,21,9,-,59,1,2,2,1,1,2,2,6,6,3,4,5,7,4,6,4,1,2,-,-,-,-,3000,51.3474576271,5,37,17,7,2,-,57,-,1,4,1,2,2,4,3,3,-,6,3,6,4,4,3,4,3,4,-,-,-,3130,55.4122807018,5,30,22,14,7,-
4701,"15209","008004","3","","","","新潟県","加茂市","大字黒水（中区）","",116,3,3,-,5,4,8,7,3,3,4,11,5,10,14,7,8,10,9,2,-,-,-,6398,55.6551724138,6,60,50,29,11,-,57,3,3,-,2,3,7,2,1,1,3,3,3,5,7,3,4,5,2,-,-,-,-,2817,49.9210526316,6,30,21,11,2,-,59,-,-,-,3,1,1,5,2,2,1,8,2,5,7,4,4,5,7,2,-,-,-,3581,61.1949152542,-,30,29,18,9,-
4702,"15209","008005","3","","","","新潟県","加茂市","大字黒水（南区）","",130,4,3,2,4,5,9,6,6,3,6,6,18,15,14,7,4,10,5,2,1,-,-,6861,53.2769230769,9,78,43,22,8,-,66,3,1,-,3,4,7,5,4,-,4,2,9,9,7,3,1,2,2,-,-,-,-,3113,47.6666666667,4,47,15,5,2,-,64,1,2,2,1,1,2,1,2,3,2,4,9,6,7,4,3,8,3,2,1,-,-,3748,59.0625000000,5,31,28,17,6,-
4703,"15209","008006","3","","","","新潟県","加茂市","大字黒水（上黒水）","",103,1,2,7,5,5,-,2,4,10,4,6,12,7,11,3,5,5,10,4,-,-,-,5510,53.9951456311,10,55,38,24,14,-,53,-,1,4,1,2,-,1,3,4,3,3,9,6,6,1,2,1,4,2,-,-,-,2847,54.2169811321,5,32,16,9,6,-,50,1,1,3,4,3,-,1,1,6,1,3,3,1,5,2,3,4,6,2,-,-,-,2663,53.7600000000,5,23,22,15,8,-
4704,"15209","0090","2","","","","新潟県","加茂市","大字長谷（長谷）","",63,2,2,1,1,-,2,3,5,2,1,3,10,5,4,4,4,8,1,4,1,-,-,3609,57.7857142857,5,32,26,18,6,-,34,1,1,1,1,-,2,2,2,1,1,2,4,3,3,2,1,3,1,3,-,-,-,1862,55.2647058824,3,18,13,8,4,-,29,1,1,-,-,-,-,1,3,1,-,1,6,2,1,2,3,5,-,1,1,-,-,1747,60.7413793103,2,14,13,10,2,-
4705,"15209","0100","2","","","","新潟県","加茂市","町丁字コード0100の計","",63,2,3,3,4,-,1,3,3,3,7,2,3,6,8,7,3,1,4,-,-,-,-,3174,50.8809523810,8,32,23,8,4,-,33,1,1,1,3,-,1,3,2,2,4,-,2,3,5,3,1,-,1,-,-,-,-,1560,47.7727272727,3,20,10,2,1,-,30,1,2,2,1,-,-,-,1,1,3,2,1,3,3,4,2,1,3,-,-,-,-,1614,54.3000000000,5,12,13,6,3,-
4706,"15209","010000","3","","","","新潟県","加茂市","大字下土倉","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4707,"15209","010001","3","","","","新潟県","加茂市","大字下土倉（下土倉）","",63,2,3,3,4,-,1,3,3,3,7,2,3,6,8,7,3,1,4,-,-,-,-,3174,50.8809523810,8,32,23,8,4,-,33,1,1,1,3,-,1,3,2,2,4,-,2,3,5,3,1,-,1,-,-,-,-,1560,47.7727272727,3,20,10,2,1,-,30,1,2,2,1,-,-,-,1,1,3,2,1,3,3,4,2,1,3,-,-,-,-,1614,54.3000000000,5,12,13,6,3,-
4708,"15209","0110","2","","","","新潟県","加茂市","大字上土倉（上土倉）","",89,2,2,-,5,3,4,3,2,4,4,6,12,9,10,6,4,8,4,1,-,-,-,4854,55.0393258427,4,52,33,17,5,-,47,1,2,-,2,2,3,3,-,3,4,3,6,6,4,2,2,2,1,1,-,-,-,2366,50.8404255319,3,32,12,6,2,-,42,1,-,-,3,1,1,-,2,1,-,3,6,3,6,4,2,6,3,-,-,-,-,2488,59.7380952381,1,20,21,11,3,-
4709,"15209","0120","2","","","","新潟県","加茂市","町丁字コード0120の計","",73,-,2,1,2,5,4,-,2,-,5,3,12,9,4,9,1,10,4,-,-,-,-,4136,57.1575342466,3,42,28,15,4,-,42,-,1,1,1,5,3,-,1,-,3,-,7,7,-,5,1,5,2,-,-,-,-,2261,54.3333333333,2,27,13,8,2,-,31,-,1,-,1,-,1,-,1,-,2,3,5,2,4,4,-,5,2,-,-,-,-,1875,60.9838709677,1,15,15,7,2,-
4710,"15209","012000","3","","","","新潟県","加茂市","大字上大谷","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4711,"15209","012001","3","","","","新潟県","加茂市","大字上大谷（上大谷）","",73,-,2,1,2,5,4,-,2,-,5,3,12,9,4,9,1,10,4,-,-,-,-,4136,57.1575342466,3,42,28,15,4,-,42,-,1,1,1,5,3,-,1,-,3,-,7,7,-,5,1,5,2,-,-,-,-,2261,54.3333333333,2,27,13,8,2,-,31,-,1,-,1,-,1,-,1,-,2,3,5,2,4,4,-,5,2,-,-,-,-,1875,60.9838709677,1,15,15,7,2,-
4712,"15209","0130","2","","","","新潟県","加茂市","大字中大谷（中大谷）","",84,2,3,1,1,3,3,3,2,4,6,6,8,12,2,11,7,6,2,2,-,-,-,4675,56.1547619048,6,48,30,17,4,-,43,1,2,-,-,3,2,2,1,2,2,4,4,8,1,6,2,2,1,-,-,-,-,2266,53.1976744186,3,28,12,5,1,-,41,1,1,1,1,-,1,1,1,2,4,2,4,4,1,5,5,4,1,2,-,-,-,2409,59.2560975610,3,20,18,12,3,-
4713,"15209","0140","2","","","","新潟県","加茂市","大字下大谷（下大谷）","",191,3,9,6,6,9,6,4,10,8,9,17,18,17,22,11,13,14,5,3,1,-,-,10062,53.1806282723,18,104,69,36,9,2,97,2,5,5,3,6,4,2,5,6,3,9,10,5,14,5,6,5,-,2,-,-,-,4735,49.3144329897,12,53,32,13,2,1,94,1,4,1,3,3,2,2,5,2,6,8,8,12,8,6,7,9,5,1,1,-,-,5327,57.1702127660,6,51,37,23,7,1
4714,"15209","0150","2","","","","新潟県","加茂市","大字下高柳（下高柳）","",189,2,3,4,9,9,10,9,7,6,6,11,25,13,24,11,15,14,10,1,-,-,-,10270,54.8386243386,9,105,75,40,11,-,93,2,-,2,8,4,4,4,2,2,5,5,12,6,12,4,7,7,7,-,-,-,-,5025,54.5322580645,4,52,37,21,7,-,96,-,3,2,1,5,6,5,5,4,1,6,13,7,12,7,8,7,3,1,-,-,-,5245,55.1354166667,5,53,38,19,4,-
4715,"15209","0160","2","","","","新潟県","加茂市","大字上高柳（上高柳）","",147,7,5,6,9,6,7,6,5,7,14,11,8,14,8,8,11,8,4,3,-,-,-,7036,48.3639455782,18,87,42,26,7,-,66,4,2,5,4,1,4,3,3,4,5,6,2,8,4,4,3,3,1,-,-,-,-,2916,44.6818181818,11,40,15,7,1,-,81,3,3,1,5,5,3,3,2,3,9,5,6,6,4,4,8,5,3,3,-,-,-,4120,51.3641975309,7,47,27,19,6,-
4716,"15209","0170","2","","","","新潟県","加茂市","町丁字コード0170の計","",360,3,20,16,22,13,12,16,20,19,19,15,28,37,36,25,25,16,14,4,-,-,-,17939,50.3305555556,39,201,120,59,18,1,179,1,13,10,11,9,5,9,9,9,13,4,13,20,19,10,12,6,5,1,-,-,-,8428,47.5837988827,24,102,53,24,6,-,181,2,7,6,11,4,7,7,11,10,6,11,15,17,17,15,13,10,9,3,-,-,-,9511,53.0469613260,15,99,67,35,12,1
4717,"15209","017000","3","","","","新潟県","加茂市","大字宮寄上","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4718,"15209","017001","3","","","","新潟県","加茂市","大字宮寄上（小乙）","",179,1,4,10,17,9,4,5,7,14,15,7,12,17,13,16,16,7,5,-,-,-,-,8808,49.7067039106,15,107,57,28,5,1,89,-,2,6,9,5,2,4,2,7,10,1,5,12,5,6,8,2,3,-,-,-,-,4237,48.1067415730,8,57,24,13,3,-,90,1,2,4,8,4,2,1,5,7,5,6,7,5,8,10,8,5,2,-,-,-,-,4571,51.2888888889,7,50,33,15,2,1
4719,"15209","017002","3","","","","新潟県","加茂市","大字宮寄上（岩野）","",181,2,16,6,5,4,8,11,13,5,4,8,16,20,23,9,9,9,9,4,-,-,-,9131,50.9475138122,24,94,63,31,13,-,90,1,11,4,2,4,3,5,7,2,3,3,8,8,14,4,4,4,2,1,-,-,-,4191,47.0666666667,16,45,29,11,3,-,91,1,5,2,3,-,5,6,6,3,1,5,8,12,9,5,5,5,7,3,-,-,-,4940,54.7857142857,8,49,34,20,10,-
4720,"15209","0180","2","","","","新潟県","加茂市","町丁字コード0180の計","",86,-,1,1,-,2,6,2,4,2,2,11,5,11,7,3,13,5,7,3,1,-,-,5245,61.4883720930,2,45,39,29,11,-,43,-,1,-,-,2,4,1,2,1,1,9,2,7,3,1,6,2,1,-,-,-,-,2368,55.5697674419,1,29,13,9,1,-,43,-,-,1,-,-,2,1,2,1,1,2,3,4,4,2,7,3,6,3,1,-,-,2877,67.4069767442,1,16,26,20,10,-
4721,"15209","018000","3","","","","新潟県","加茂市","大字西山","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4722,"15209","018001","3","","","","新潟県","加茂市","大字西山（西山）","",86,-,1,1,-,2,6,2,4,2,2,11,5,11,7,3,13,5,7,3,1,-,-,5245,61.4883720930,2,45,39,29,11,-,43,-,1,-,-,2,4,1,2,1,1,9,2,7,3,1,6,2,1,-,-,-,-,2368,55.5697674419,1,29,13,9,1,-,43,-,-,1,-,-,2,1,2,1,1,2,3,4,4,2,7,3,6,3,1,-,-,2877,67.4069767442,1,16,26,20,10,-
4723,"15209","0190","2","","","","新潟県","加茂市","町丁字コード0190の計","",97,3,1,3,9,9,3,3,3,4,8,10,6,5,8,10,6,3,-,3,-,-,-,4612,48.0463917526,7,60,30,12,3,-,52,1,1,-,6,7,1,3,3,2,3,6,3,2,4,4,3,1,-,2,-,-,-,2368,46.0384615385,2,36,14,6,2,-,45,2,-,3,3,2,2,-,-,2,5,4,3,3,4,6,3,2,-,1,-,-,-,2244,50.3666666667,5,24,16,6,1,-
4724,"15209","019000","3","","","","新潟県","加茂市","大字田中新田","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4725,"15209","019001","3","","","","新潟県","加茂市","大字田中新田（田中新田）","",97,3,1,3,9,9,3,3,3,4,8,10,6,5,8,10,6,3,-,3,-,-,-,4612,48.0463917526,7,60,30,12,3,-,52,1,1,-,6,7,1,3,3,2,3,6,3,2,4,4,3,1,-,2,-,-,-,2368,46.0384615385,2,36,14,6,2,-,45,2,-,3,3,2,2,-,-,2,5,4,3,3,4,6,3,2,-,1,-,-,-,2244,50.3666666667,5,24,16,6,1,-
4726,"15209","0200","2","","","","新潟県","加茂市","町丁字コード0200の計","",462,12,16,21,24,17,18,25,35,22,27,35,33,41,36,17,25,28,19,10,1,-,-,22706,49.6471861472,49,277,136,83,30,-,229,5,7,9,14,13,9,14,19,11,14,15,17,21,21,7,9,14,7,2,1,-,-,10901,48.1026200873,21,147,61,33,10,-,233,7,9,12,10,4,9,11,16,11,13,20,16,20,15,10,16,14,12,8,-,-,-,11805,51.1652360515,28,130,75,50,20,-
4727,"15209","020001","3","","","","新潟県","加茂市","大字鵜森（上鵜森）","",146,5,5,5,9,7,7,10,11,4,3,12,15,19,7,1,7,8,9,2,-,-,-,7009,48.5068493151,15,97,34,26,11,-,81,4,5,2,7,7,5,6,6,2,1,3,6,12,4,-,3,4,4,-,-,-,-,3446,43.0432098765,11,55,15,11,4,-,65,1,-,3,2,-,2,4,5,2,2,9,9,7,3,1,4,4,5,2,-,-,-,3563,55.3153846154,4,42,19,15,7,-
4728,"15209","020002","3","","","","新潟県","加茂市","大字鵜森（中鵜森）","",166,3,2,9,11,6,3,7,10,11,16,14,9,9,14,11,10,10,8,3,-,-,-,8424,51.2469879518,14,96,56,31,11,-,80,1,1,5,5,4,-,4,3,6,8,8,6,3,9,4,4,5,3,1,-,-,-,4015,50.6875000000,7,47,26,13,4,-,86,2,1,4,6,2,3,3,7,5,8,6,3,6,5,7,6,5,5,2,-,-,-,4409,51.7674418605,7,49,30,18,7,-
4729,"15209","020003","3","","","","新潟県","加茂市","大字鵜森（下鵜森）","",150,4,9,7,4,4,8,8,14,7,8,9,9,13,15,5,8,10,2,5,1,-,-,7273,48.9866666667,20,84,46,26,8,-,68,-,1,2,2,2,4,4,10,3,5,4,5,6,8,3,2,5,-,1,1,-,-,3440,51.0882352941,3,45,20,9,2,-,82,4,8,5,2,2,4,4,4,4,3,5,4,7,7,2,6,5,2,4,-,-,-,3833,47.2439024390,17,39,26,17,6,-
4730,"15209","0210","2","","","","新潟県","加茂市","大字砂押新田（砂押新田）","",63,1,3,3,1,2,3,2,4,3,4,4,6,3,7,9,2,3,-,2,1,-,-,3273,52.4523809524,7,32,24,8,3,-,30,-,1,2,1,1,1,2,2,2,1,1,4,1,3,6,1,-,-,1,-,-,-,1522,51.2333333333,3,16,11,2,1,-,33,1,2,1,-,1,2,-,2,1,3,3,2,2,4,3,1,3,-,1,1,-,-,1751,53.5606060606,4,16,13,6,2,-
4731,"15209","0220","2","","","","新潟県","加茂市","大字前須田（前須田）","",194,5,6,9,8,2,8,6,13,8,14,16,14,18,15,17,13,11,7,4,-,-,-,10049,52.2989690722,20,107,67,35,11,1,91,2,5,5,2,1,4,3,7,5,7,7,7,9,7,9,6,2,1,2,-,-,-,4486,49.7967032967,12,52,27,11,3,-,103,3,1,4,6,1,4,3,6,3,7,9,7,9,8,8,7,9,6,2,-,-,-,5563,54.5097087379,8,55,40,24,8,1
4732,"15209","0230","2","","","","新潟県","加茂市","町丁字コード0230の計","",880,21,37,37,42,38,35,35,64,62,54,51,64,87,89,60,30,30,23,5,1,-,15,41163,48.0872832370,95,532,238,89,29,1,440,10,22,12,24,20,22,15,38,35,24,20,34,47,46,34,14,12,1,2,-,-,8,20042,46.8935185185,44,279,109,29,3,-,440,11,15,25,18,18,13,20,26,27,30,31,30,40,43,26,16,18,22,3,1,-,7,21121,49.2782909931,51,253,129,60,26,1
4733,"15209","023001","3","","","","新潟県","加茂市","大字後須田（第１）","",161,5,9,7,11,4,3,6,15,13,13,5,11,15,19,10,4,6,4,1,-,-,-,7454,46.7981366460,21,96,44,15,5,-,84,3,5,3,8,1,2,3,10,7,6,3,5,6,11,6,2,2,-,1,-,-,-,3735,44.9642857143,11,51,22,5,1,-,77,2,4,4,3,3,1,3,5,6,7,2,6,9,8,4,2,4,4,-,-,-,-,3719,48.7987012987,10,45,22,10,4,-
4734,"15209","023002","3","","","","新潟県","加茂市","大字後須田（第２）","",123,3,8,7,8,5,3,5,6,9,9,7,7,12,10,8,6,6,3,1,-,-,-,5714,46.9552845528,18,71,34,16,4,-,61,1,3,2,5,3,3,3,3,4,6,-,5,8,6,4,2,3,-,-,-,-,-,2808,46.5327868852,6,40,15,5,-,-,62,2,5,5,3,2,-,2,3,5,3,7,2,4,4,4,4,3,3,1,-,-,-,2906,47.3709677419,12,31,19,11,4,-
4735,"15209","023003","3","","","","新潟県","加茂市","大字後須田（第３）","",285,11,12,10,5,15,17,13,25,21,17,12,23,27,27,22,6,11,9,2,-,-,-,13472,47.7701754386,33,175,77,28,11,1,147,6,9,3,4,10,11,5,15,13,6,3,12,16,15,10,3,5,1,-,-,-,-,6536,44.9625850340,18,95,34,9,1,-,138,5,3,7,1,5,6,8,10,8,11,9,11,11,12,12,3,6,8,2,-,-,-,6936,50.7608695652,15,80,43,19,10,1
